"Counting Station",801,802,803,804,805,806,807,808,809,Total
R0701,752,516,1144,29,65,601,152,774,1019,5052 
R0801,887,566,1435,41,73,626,196,892,961,5677 
R0901,827,624,1373,31,69,596,220,851,922,5513 
R1001,807,547,1530,37,64,502,65,781,841,5174 
R1101,483,325,690,27,40,561,49,454,333,2962 
R1201,879,578,1749,34,83,541,327,994,1054,6239 
R1301,271,183,573,9,40,143,31,333,226,1809 
R1302,581,534,1175,41,68,461,67,745,577,4249 
R1401,543,438,942,34,84,525,63,671,802,4102 
R1501,434,365,877,14,47,186,32,479,546,2980 
R1601,1017,623,1522,41,92,614,88,980,998,5975 
R1602,136,169,292,5,13,61,5,125,217,1023 
R1701,640,436,1024,38,55,480,84,764,757,4278 
R1801,718,481,1189,27,80,502,274,794,900,4965 
R1901,740,359,1341,39,72,485,85,795,1836,5752 
R1902,138,90,292,7,16,82,13,141,187,966 
R2001,513,373,1075,28,60,280,55,667,796,3847 
R2002,60,74,123,2,9,25,9,74,111,487 
R2101,675,472,1308,31,95,237,52,753,936,4559 
R2201,600,479,1152,21,66,257,40,648,888,4151 
R2301,99,103,195,1,11,52,10,116,159,746 
R2302,370,333,664,9,42,129,19,321,444,2331 
R2401,815,503,1653,46,90,368,80,1005,1642,6202 
R2501,1007,590,1744,41,121,457,84,1127,1614,6785 
R2601,767,610,1518,49,65,397,44,901,833,5184 
R2801,1249,716,2073,57,110,617,101,1251,1361,7535 
R2901,1236,779,2306,46,114,633,101,1327,1505,8047 
R3001,611,368,1085,20,61,373,36,635,782,3971 
R3002,341,239,681,16,26,121,21,381,380,2206 
R3101,883,523,1938,48,115,502,97,1201,1712,7019 
R3201,607,401,1294,33,66,698,61,722,627,4509 
R3202,436,272,887,16,46,411,49,510,481,3108 
R3301,924,554,1573,27,84,271,87,938,1242,5700 
R3401,807,567,1533,31,93,368,78,985,1182,5644 
R3402,147,121,289,13,21,167,22,166,354,1300 
R3501,824,582,1532,38,104,357,74,952,921,5384 
R3601,649,415,1077,27,61,194,36,605,736,3800 
R3602,124,111,187,12,19,99,9,165,433,1159 
R3701,789,534,1583,31,94,365,71,951,1252,5670 
R3801,603,436,1211,53,91,440,81,896,832,4643 
Misplaced,10,4,16,2,1,5,1,16,3,58
